name,count
ESOS/img/COCO_COCO_train2014_000000001822.jpg,0
ESOS/img/COCO_COCO_train2014_000000001906.jpg,0
ESOS/img/COCO_COCO_train2014_000000002197.jpg,0
ESOS/img/COCO_COCO_train2014_000000002591.jpg,0
ESOS/img/COCO_COCO_train2014_000000002624.jpg,0
ESOS/img/COCO_COCO_train2014_000000005345.jpg,0
ESOS/img/COCO_COCO_train2014_000000007179.jpg,0
ESOS/img/COCO_COCO_train2014_000000010136.jpg,0
ESOS/img/COCO_COCO_train2014_000000014628.jpg,0
ESOS/img/COCO_COCO_train2014_000000024672.jpg,0
ESOS/img/COCO_COCO_train2014_000000024802.jpg,0
ESOS/img/COCO_COCO_train2014_000000025193.jpg,0
ESOS/img/COCO_COCO_train2014_000000032699.jpg,0
ESOS/img/COCO_COCO_train2014_000000036864.jpg,0
ESOS/img/COCO_COCO_train2014_000000039978.jpg,0
ESOS/img/COCO_COCO_train2014_000000044017.jpg,0
ESOS/img/COCO_COCO_train2014_000000050735.jpg,0
ESOS/img/COCO_COCO_train2014_000000054171.jpg,0
ESOS/img/COCO_COCO_train2014_000000056478.jpg,0
ESOS/img/COCO_COCO_train2014_000000057500.jpg,0
ESOS/img/COCO_COCO_train2014_000000058167.jpg,0
ESOS/img/COCO_COCO_train2014_000000058753.jpg,0
ESOS/img/COCO_COCO_train2014_000000061072.jpg,0
ESOS/img/COCO_COCO_train2014_000000062770.jpg,0
ESOS/img/COCO_COCO_train2014_000000062964.jpg,0
ESOS/img/COCO_COCO_train2014_000000071322.jpg,0
ESOS/img/COCO_COCO_train2014_000000078880.jpg,0
ESOS/img/COCO_COCO_train2014_000000079710.jpg,0
ESOS/img/COCO_COCO_train2014_000000080065.jpg,0
ESOS/img/COCO_COCO_train2014_000000080906.jpg,0
ESOS/img/COCO_COCO_train2014_000000082198.jpg,0
ESOS/img/COCO_COCO_train2014_000000083546.jpg,0
ESOS/img/COCO_COCO_train2014_000000087743.jpg,0
