name,count,edge,different colors,one color,transparent,inside,overlapping,dark color,open lid,synthesized
synthesized/label_0_img_0.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_1.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_2.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_3.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_4.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_5.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_6.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_7.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_8.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_9.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_10.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_11.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_12.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_13.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_14.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_15.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_16.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_17.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_18.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_19.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_20.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_21.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_22.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_23.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_24.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_25.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_26.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_27.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_28.jpg,0,0,,,0,0,0,0,0,1
synthesized/label_0_img_29.jpg,0,0,,,0,0,0,0,0,1
